[2026-03-28T10:28:04.403Z] GET https://crates.io/crates/jsonschema → pending (?ms, ?B)
[2026-03-28T10:30:03.371Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:03.371Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:03.371Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:03.371Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:03.407Z] GET https://crates.io/api/v1/crates/typify?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (148ms, ?B)
[2026-03-28T10:30:03.407Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.407Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (1ms, ?B)
[2026-03-28T10:30:03.408Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.408Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.408Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.408Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.517Z] GET https://crates.io/crates/serde_json_diff → 200 (155ms, 3474B)
[2026-03-28T10:30:03.575Z] GET https://crates.io/api/v1/crates/typify/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:03.575Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:03.575Z] GET https://crates.io/api/v1/crates/typify/0.6.1/readme → pending (?ms, ?B)
[2026-03-28T10:30:03.575Z] GET https://docs.rs/crate/typify/0.6.1/status.json → pending (?ms, ?B)
[2026-03-28T10:30:03.575Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:03.576Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:03.576Z] GET https://crates.io/api/v1/crates/typify/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:03.576Z] GET https://crates.io/api/v1/crates/typify/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:03.677Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:03.677Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:03.677Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:03.677Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:03.677Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (1ms, 1474292B)
[2026-03-28T10:30:03.678Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.682Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:03.713Z] GET https://crates.io/api/v1/crates/serde_json_diff?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → pending (?ms, ?B)
[2026-03-28T10:30:03.826Z] GET https://crates.io/crates/json_diff_ng → 200 (147ms, 3471B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/api/v1/crates/serde_json_diff/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/api/v1/crates/serde_json_diff/0.2.0/readme → pending (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://docs.rs/crate/serde_json_diff/0.2.0/status.json → pending (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/api/v1/crates/serde_json_diff/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:03.878Z] GET https://crates.io/api/v1/crates/serde_json_diff/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:03.978Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:03.979Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:03.979Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:03.979Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (?ms, 4670B)
[2026-03-28T10:30:03.979Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:03.979Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:04.013Z] GET https://crates.io/api/v1/crates/json_diff_ng?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (147ms, ?B)
[2026-03-28T10:30:04.013Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.013Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.013Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.013Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (1ms, ?B)
[2026-03-28T10:30:04.014Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.014Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.123Z] GET https://crates.io/crates/jsonschema-valid → 200 (162ms, 3475B)
[2026-03-28T10:30:04.180Z] GET https://crates.io/api/v1/crates/json_diff_ng/owner_user → pending (?ms, ?B)
[2026-03-28T10:30:04.180Z] GET https://crates.io/assets/cargo.png → 200 (?ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://crates.io/api/v1/crates/json_diff_ng/0.6.0/readme → pending (?ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://docs.rs/crate/json_diff_ng/0.6.0/status.json → pending (?ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://play.rust-lang.org/meta/crates → 200 (1ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://crates.io/api/v1/crates/json_diff_ng/downloads?include=versions → pending (?ms, ?B)
[2026-03-28T10:30:04.181Z] GET https://crates.io/api/v1/crates/json_diff_ng/owner_team → pending (?ms, ?B)
[2026-03-28T10:30:04.291Z] GET https://crates.io/assets/crates-io.d41d8cd98f00b204e9800998ecf8427e.css → 200 (?ms, ?B)
[2026-03-28T10:30:04.291Z] GET https://code.cdn.mozilla.net/fonts/fira.css → 200 (?ms, 7379B)
[2026-03-28T10:30:04.291Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.css → 200 (?ms, 123620B)
[2026-03-28T10:30:04.291Z] GET https://crates.io/assets/vendor.5fee0add436ceb6bf732dbea4738390d.js → 200 (1ms, 4670B)
[2026-03-28T10:30:04.292Z] GET https://crates.io/assets/chunk.d6ccd009d432a4461eab.js → 200 (?ms, 1474292B)
[2026-03-28T10:30:04.292Z] GET https://crates.io/assets/chunk.0e2b1977c780325d1068.js → 200 (?ms, 7677B)
[2026-03-28T10:30:04.324Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.324Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Italic.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.324Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Medium.woff → 200 (1ms, ?B)
[2026-03-28T10:30:04.325Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraSans-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.325Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Regular.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.325Z] GET https://code.cdn.mozilla.net/fonts/woff/FiraMono-Bold.woff → 200 (?ms, ?B)
[2026-03-28T10:30:04.325Z] GET https://crates.io/api/v1/crates/jsonschema-valid?include=keywords%2Ccategories%2Cdownloads%2Cdefault_version → 200 (145ms, 2578B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/api/v1/crates/jsonschema-valid/owner_user → 200 (132ms, 515B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/assets/cargo.png → 200 (?ms, 60046B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/api/v1/crates/jsonschema-valid/0.5.2/readme → 302 (150ms, ?B)
[2026-03-28T10:30:04.489Z] GET https://docs.rs/crate/jsonschema-valid/0.5.2/status.json → 200 (174ms, 37B)
[2026-03-28T10:30:04.489Z] GET https://play.rust-lang.org/meta/crates → 200 (2ms, 27416B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/assets/chunk.75937c9d8a4c729ab36b.js → 200 (?ms, 199897B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/api/v1/crates/jsonschema-valid/downloads?include=versions → 200 (150ms, 25264B)
[2026-03-28T10:30:04.489Z] GET https://crates.io/api/v1/crates/jsonschema-valid/owner_team → 200 (169ms, 12B)
[2026-03-28T10:30:04.639Z] GET https://static.crates.io/readmes/jsonschema-valid/jsonschema-valid-0.5.2.html → 200 (19ms, 2162B)
[2026-03-28T10:30:04.671Z] GET https://avatars.githubusercontent.com/u/2129?v=4&s=64 → 200 (5ms, 1974B)
[2026-03-28T10:30:04.671Z] GET https://avatars3.githubusercontent.com/u/38294?v=4&s=64 → 200 (5ms, 1288B)
[2026-03-28T10:30:04.671Z] GET https://avatars1.githubusercontent.com/u/883721?v=4&s=64 → 200 (5ms, 2201B)
[2026-03-28T10:30:05.325Z] GET https://crates.io/api/v1/site_metadata → 200 (150ms, 151B)
